Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Industry,Sector,Revenue
Data Science Faculty cum Developer,"₹800K - ₹1,600K (Employer est.)","We are in urgent requirement for Data Science Trainer cum Developer.
Candidate Should have good knowledge in Machine Learning, Deep Learning & Artificial Intelligence with practical knowledge in Django web Development/Flask/Flutter.
Prior Experience in developing Academic Project will be an added Advantage.
Candidate should have knowledge in Django or Flask Web Framework.
In this Position, candidate will motivate, engage and skill students on our Data Science / Artificial Intelligence / Machine Learning/ Deep Learning using digitally enhanced virtual and in-person trainings.
Candidate should enjoy frequently enlightening yourself on the most innovative technologies relating to Data Science / Artificial Intelligence / Machine Learning/ Deep Learning & Django/Flask/Flutter.
Should Possess: - Knowledge of machine learning algorithms, processes, tools, and platforms including: CNN, RNN, NLP, Tensor flow, Py Torch
Proficient with the following (or comparable): Linux, Python, scikit-learn, NumPy, pandas, spaCy
Experience with libraries like Tensorflow/PyTorch and with machine learning on large datasets
Passionate about data & data-driven decision making.
Significant experience in statistical software such as R and scripting languages like Python
Should have confident in completing project in the given duration.
Should be able to give training to students and make them ready to do projects by themselves.
Should be willing to update new technologies.
Expected Start Date: 30/12/2020
Job Type: Full-time
Salary: From ₹8,000.00 per month
Schedule:
Day shift
Evening shift
Morning shift
Night shift
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19
Speak with the employer
+91 9746923953",4.2,"ID TECH
4.2",Cochin,51 to 200 Employees,K-12 Education,Education,Unknown / Non-Applicable
Associate Manager - Data Science - Insights,"₹800K - ₹1,600K (Employer est.)","Auto req ID: 223857BR
Job Description
This role is with the Global business services arm of Media Center of Excellence (CoE) at PepsiCo.

In this role, you will play a key role in shaping the future of media measurement strategy for PepsiCo, esp. with focus on building an understanding role of media as key Growth Driver thru ROI and related analytics. You will be a trusted advisor to marketing and Insights leaders across key markets for PepsiCo’s portfolio globally - enabling a range of internal and external stakeholders to leverage media mix as competitive advantage, leveraging measurement, insights, as well as process & technology. You will be responsible for providing thought leadership and advice to set a vision for driving PepsiCo media and content effectiveness thru data-driven strategy. You will also play a key role in developing cross-portfolio, cross-markets media investment optimizations capability, driving the vision through a set of focused, tangible and results-oriented activities. You will work with the Marketing and Insights leadership team globally and within AMESA sector to identify best practices in the industry and across all PepsiCo’s brands, providing support to codify and scale best in-class methods that inspire continuous improvement in marketing effectiveness and ROIs.

You will be expected to demonstrate hands-on expertise in building and application of mix models, attribution analytics, performance measurements through application of Data science and advanced analytics

Functional Responsibilities
Build & codify media performance measurement strategies: Collaborate with internal/external stakeholders to create capabilities, tools and processes to drive best in-class efficiency, effectiveness & sufficiency
Develop best-practices among all brands and scale lifting and shifting learnings across countries and categories. Enable global and brand teams to leverage tools, capabilities and processes to further media objectives
Maintainenance of existing marketing mix models
o Periodic refresh of existing models across markets and brands
o Periodic model validation to check need for rebuild
o Guiding business with periodic updates
Building new marketing mix models
o Building new marketing mix models for existing or new markets
o Building any other form of new measurement asset to answer business questions
Formulate hypotheses, plan and execute statistical models for measurements/ROI analyses, share results with key leaders as well as drive meta-learnings
Ensuring Statisitical robustness of the models and model reads
Ensure timely build and refresh of the models so that it can help in timely business decisions
Actively test data science concepts, and technologies that can be scaled across portfolio
Partner with PepsiCo functional teams, agencies and third parties to ensure acquiring, tagging, cataloging and managing all media, Nielsen and internal data periodically in structured format as needed for measurement statistical models
Create reusable modeling assets(codes, techniques, functions) to cut short refresh and model build time
Engage in R&D to try new modeling techniques to ensure faster and better answers to business problems
Qualifications/Requirements
Skills / Experience:
4-6 years of hands-on data science, model building
Experience either in boutique analytics consulting or Captive analytics teams
Hands-on modeler/data scientist
Experience in translating business problem into analytics framework and vice versa
Well versed in statistical techniques
Educational Background- BE/B TECH/ MSC Economics or Statistics
Relocation Eligible: Eligible for Standard Relocation
Job Type: Regular",3.9,"PepsiCo
3.9",Hyderābād,10000+ Employees,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Data Science Intern,"₹800K - ₹1,600K (Employer est.)","Responsibilities
Work on different exercises on data science and machine learning algorithms
Create projects for the computer vision natural language processing
Create various artificial intelligence applications and combined them with robotics policy action based on the company's requirements


Skill(s) required: data science, big data, analytics, statistics",3.0,"Sankhkyiki Robotics
3.0",Navi Mumbai,Unknown,-1,-1,Less than $1 million (USD)
Machine Learning Engineer,"₹800K - ₹1,600K (Employer est.)","Hi Applicants !
I am hiring for Machine Learning Engineer for Mohali location (work from home as of now)
No. of open positions : 3
Salary : Negotiable
Technical and Soft Skill sets required:
· Study and transform data science prototypes
· Design machine learning systems
· Research and implement appropriate ML algorithms and tools
· Select appropriate datasets and data representation methods
· Run machine learning tests and experiments
· Perform statistical analysis and fine-tuning using test results
· Train and retrain systems when necessary
· Extend existing ML libraries and frameworks
· Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
· Managing available resources such as hardware, data, and personnel so that deadlines are met
· Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability
· Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world
· Verifying data quality, and/or ensuring it via data cleaning
· Supervising the data acquisition process if more data is needed
· Finding available datasets online that could be used for training
· Defining validation strategies
· Defining the pre-processing or feature engineering to be done on a given dataset
· Defining data augmentation pipelines
· Training models and tuning their hyperparameters
· Analyzing the errors of the model and designing strategies to overcome them
· Deploying models to production
· Keep abreast of developments in the field
Qualification requirements:
· Deep knowledge of math, probability, statistics and algorithms
· Any Graduate/ Postgraduate
Number of years of Experience: 2 years to 4 Years
Interested Candidates can Call or msg at 7018410618 or share CV at sheetalsharma99099@gmail .com
Thanks
Job Type: Full-time
Benefits:
Work from home
Schedule:
Monday to Friday
Experience:
Machine Learning: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)",-1,Regal Rich,Mohali,-1,-1,-1,-1
Data Scientist,"₹800K - ₹1,600K (Employer est.)","Business Unit:
Cubic Corporation
Company Details:
Cubic offers an opportunity to provide innovative technology for government and commercial customers around the globe, helping to solve their future problems today. We’re the leading integrator of payment and information technology and services for intelligent travel solutions worldwide, and the leading provider of realistic combat training systems, secure communications and networking and highly specialized support services for military and security forces of the U.S. and allied nations. If you have an entrepreneurial spirit and thrive in an innovative environment, we want to talk to you about your next role at Cubic! We are seeking employees inspired by technology, and motivated by the rewards of hard work, commitment, teamwork, quality, integrity, and respect. We invite you to explore opportunities with Cubic.
Job Details:
Job Summary:
Works closely with the data science team to build information-rich data products using innovative techniques and technologies to solve transportation related challenges and problems. Understands and leverages data mining, machine learning, data modeling, and statistical modeling techniques. Applies strong problem solving and analytic skills to data integration projects and is able to isolate non-obvious relationships between disparate data sources. This position typically works under general supervision and direction. Incumbents of this position will regularly exercise discretionary and substantial decision-making authority.
Essential Job Duties and Responsibilities:
Design, develop and program methods, processes, and systems to consolidate and analyze data from diverse sources
Generate actionable insights and solutions from data for client services and product enhancements
Define data models and develop transformation pipelines using python and scala
Develop and automate processes to cleanse, integrate and evaluate large datasets from multiple disparate sources
Build tools to automate data ingestion into a cloud platform environment
Scraping, data ingestion and data integration from multiple sources and databases, including web APIs, Protobuf feeds, SQL databases
Create, test, maintain, and update predictive models to predict asset failures and recommend maintenance cycles
Use inferential techniques to develop models of passenger behavior
Prepare and deliver presentations that effectively describe complex quantitative methods in clear and concise communications
Feature extraction and generation
Keep up to date with technical as well as industry developments, analytics software/tools, trends, and recognized best practices
Contribute to projects under the direction of project and product owners to adhere to funding, resourcing, schedule, and other constraints
Minimum Job Requirements:
4+ years of hands-on data science experience. Intermediate python and SQL knowledge. Experience with database management systems and other software tools used to manage an organization’s business activities. Knowledge and experience developing algorithms and analytics applications. Familiar with cloud computing, Azure and/or AWS, PaaS, IaaS. Strong analytical and problem-solving skills, attention to detail, critical thinking ability, and creativity. Must be able to abstract from ambiguous and sometimes conflicting information to identify opportunities for improvement and the critical business drivers and factors that influence outcomes. Must have demonstrated ability to produce high quality analytics applications that can be deployed in a repeatable and scalable fashion. Requires strong knowledge of statistics, signal processing, machine learning, predictive analytics, and other related techniques. Must have excellent written and verbal communication skills used to effectively communicate and present complex information in terms appropriate to the audience. Incumbent will have well-developed research skills and knowledge of current data management principles, procedures, and other tools of the trade. Must be able to manage and prioritize multiple projects simultaneously while balancing according to scope, budget and schedule. Prior experience working in defense, transportation or logistics industries desired.
The description provided above is not intended to be an exhaustive list of all job duties, responsibilities and requirements. Duties, responsibilities and requirements may change over time and according to business need.
Worker Type:
Employee",3.2,"Cubic Corporation
3.2",Hyderābād,5001 to 10000 Employees,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Scientist,"₹800K - ₹1,600K (Employer est.)","Description
BizViz provides a 360 degree view of a business's data, serving any vertical and meeting the demanding needs of all business executives. With a 50+ strong team building the BizViz platform over several years, it is targeted at creating technological solutions that will give our customers the edge they need to succeed.
We strongly believe that our success lies in the success of our customers. We aim to build applications the way they envisioned, keeping each business' unique ideas and requirements in mind. We offer businesses a better alternative to using standard cookie-cutter ERP templates.
Job Summary
Design and execute statistical analysis, modeling, and simulation efforts for clients that lead to actionable decisions affecting operations. Analyze data sets to summarize, identify trends, predict future states, and characterize uncertainty. Author complex written products documenting study results. Apply analytical approaches using statistical programming languages, including Python, SAS, and R. Work closely with teammates from non-mathematical disciplines to ensure that operational strategies are considered in the context of applying statistical theory. Use statistical theory on modeling, simulation, and data analysis to deliver measurable improvements to organizational policies and programs.
Responsibilities
Engage in data mining, algorithm development, statistical analysis, regression, and machine-learning initiatives
As part of ongoing work and interaction with the broader team, identify new opportunities to use modeling and advanced analytics to drive business value
High Proficiency in SQL
Expertise in applied statistics.
Able to translate business objectives into actionable analyses.
Able to communicate findings clearly to both technical and non-technical audiences
Expertise in at least one statistical software package such as SAS or Python and R
Experience with machine learning algorithms and predictive analytics
Natural curiosity to enjoy diving deep into the material to find answers to yet unknown questions.
Demonstrated ability to perform comfortably in a fast-paced work environment
Education, Experience, Skills and Abilities Required for Consideration as a Candidate:
PhD or MSC in a quantitative discipline: Statistics, Applied Mathematics, Operations Research, etc.
3+ years of experience in using statistical and data mining techniques to solve real business problems
Minimum of 3 years of experience in any one of the following:
Machine Learning
Data Mining
Predictive analysis
R & Python or SAS.
Passion for problem-solving, developing creative solutions, and continuous learning.
Experience in at least one of the following domain - Retail, Healthcare & Education.
Location
Bangalore & Hyderabad.",3.0,"BDB
3.0",Bangalore,51 to 200 Employees,-1,-1,Less than $1 million (USD)
Data Scientist,"₹800K - ₹1,600K (Employer est.)","null
Proven experience as a Machine Learning Engineer or similar role

Understanding of data structures, data modelling and software architecture

Deep knowledge of math, probability, statistics and algorithms

Ability to write robust code in Python, Java and R

Working experience with python and associated libraries in Deep Learning/ Machine Learning Framework

Excellent communication skills

Ability to work in a team

The candidate should have strong analytical skill with mathematical problem-solving ability, Statistical modelling and Prediction

Knowledge of R and Matlab, Java and GIS-Remote Sensing can be added advantage

Nice to Have: - Experience with NLP pipelines - Experience in Academic data - Experience in PL/SQL and RDBMS

Experience in GP-GPU programming environments (Cuda, OpenCV) - Strong coding chops

Familiarity with web technologies

Must have experience working on large scale projects as well as handling day-to-day operational requests from the business

Strong project management, ability to successfully manage multiple tasks at any given point, strong relationship building skills & communication skills

Understanding of fundamentals and analytical data

Data analysis – Must have proficiency with SQL, Microsoft Excel",3.7,"Infinium Solutionz
3.7",Ahmedabad,201 to 500 Employees,IT Services,Information Technology,$100 to $500 million (USD)
Data Scientist 2,"₹800K - ₹1,600K (Employer est.)","About the Role

You will be part of our data science team in Gojek solving problems of search relevance and query understanding using the state of the art tools and techniques. This is a one- year Fixed term contract role, open to conversion to a full time role depending on performance during the course of the contract.

What You Will Do
Design and develop various machine learning solutions for improving search relevance
Own the Data Science model end-to-end from data collection to model building to monitoring the model in production
Along with Product Managers, own the business outcomes/metrics which the data science model/algorithm drives
Identify ways to better leverage our content and improve its quality and attributes, to improve the overall search experience
What You Will Need
At least 5 years of experience in building machine learning models for product applications
Must have the ability to understand business concerns and formulate them as technical problems that can be solved using data and math/stats/ML
Familiarity with essential data science libraries, including Pandas, Numpy, Scipy, Scikit-Learn
Experience building scalable ML solutions to NLP problems
Familiarity with ML infrastructure needs and best practices
Experience working with cross-functional teams including product, design, engineering, mobile to deliver product outcomes using data science
About the Team

GoFood is the food vertical of Gojek, which enables user order food from restaurants via its Android and iOS app. The mission of GoFood as a product is to provide its customers with the best possible selection of food at the most affordable price. The Data Science Team in GoFood is responsible for building world class Machine Learning solutions that can enhance revenue and user experience for the organization.


About Us

Gojek is a Super App. It’s one app for ordering food, commuting, digital payments, shopping, hyper-local delivery, and dozen other products. It is Indonesia’s first and only decacorn. It's also the only Southeast Asian startup to be part of Fortune's list of 'Companies That Changed The World.'

Our Mission: To create and scale positive socio-economic impact for our customers, driver-partners, business and MSMEs.

As of 2018, Gojek processed more than $9 billion annualised gross transaction value across all markets where it operates - in Singapore, Thailand, Vietnam and Indonesia. We have the largest food delivery product in Asia, (outside of China), and the largest payments wallet in Southeast Asia.

Our investors include Google, Facebook, PayPal, Sequoia Capital, Tencent Holdings among others.

Gojek is committed to building a diverse and inclusive workplace and is an equal opportunity employer. We do not discriminate on the basis of race, religion, national origin, gender, gender identity, sexual orientation, disability, age, education status, or any other legally protected status.",4.2,"GO-JEK
4.2",Bangalore,1001 to 5000 Employees,Transportation Management,Transportation & Logistics,Unknown / Non-Applicable
Data Scientist,"₹800K - ₹1,600K (Employer est.)","Experience: 4 years
Job Location: Gurgaon, India

Job Requirements :
Axslogic, a fast-growing Fintech analytics software firm, is looking for an exceptional data scientist with an excellent academic and professional background who wishes to pursue a career in Business Performance Analytics in the Financial Services domain. Successful candidates will be working on building and enriching patented software providing Early Warning and Predictive Analytic capabilities to its clients.
Responsibilities :
Ability and experience handling both structured and unstructured data – including working with Hadoop data storage platform
Help bring a strong statistical orientation in the organisation, along with the ability to use analytics to drive key enterprise metrics related to Forecasting and Stress modelling.
Research, design, implement and validate cutting-edge algorithms to analyze diverse sources of data to achieve targeted outcomes
Work with clients to develop, refine and scale data management and analytics procedures, systems, workflows, best practices and other issues.
Experience :
Need to have statistical modelling experience along with some technical, engineering skills
""Hands-on"" experience – not just theoretical.
Minimum five to seven years professional experience
Qualifications :
Degree in a quantitative field with working knowledge of CS
B Tech from IIT or equivalent institute in any discipline
Should be willing to travel internationally for client interactions as required by the organization.
Proficiency in both SAS and R is required.
Should have good interpersonal skills, and adequate client facing and communication skills
Should be a fast and willing learner. Demonstrated agility to rapidly adapt to new platforms and design paradigms is a must.
Proposed Salary and Compensation :
Commensurate to the candidate(s) experience and qualifications and will include Employee Stock options.",4.4,"Axslogic
4.4",Gurgaon,51 to 200 Employees,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,"₹800K - ₹1,600K (Employer est.)","We are building a world-class language-related product that has the potential to positively transform lives worldwide. We have a passionate team of data scientists, coders, and linguists who have been working on it. We are looking for a Senior Data Scientist who will lead the team from the technology standpoint. You will identify and implement the best data-driven methodologies considering the product requirements and guide the team in delivering meaningful results. As a Senior Data Scientist, you will serve as the technology leader driving the vision of the product.

Work location: Mumbai

If this opportunity sounds exciting, APPLY NOW!!",3.4,"Crimson Interactive
3.4",Mumbai,201 to 500 Employees,Consulting,Business Services,Unknown / Non-Applicable
Data Scientist,"₹800K - ₹1,600K (Employer est.)","Roles and Responsibilities
Understand clients business objectives and strategy to ensure that analysis work is focused on the areas where most value can be added.
Collaborate with stakeholders/ team leaders in order to understand problem statements and design and execute potential solutions.
Mentor team members and ensure fault-free execution of projects / solutions.
Integration of multiple sources of data working on BigData platforms.
Perform Exploratory Data Analysis on large and complex data sets comprising of structured, semi-structured and unstructured data.
Work on multiple unstructured problems to deliver insights/ end-to- end solutions and improve our clients- understanding of their customers using analysis / statistics / machine learning algorithms.
Keep abreast of the latest developments in the data science space across industries for potential uses.
Please mail your CV to career@torcai.com",-1,torcai digital media,Pune,1 to 50 Employees,-1,-1,Less than $1 million (USD)
DATA SCIENTIST,"₹800K - ₹1,600K (Employer est.)","The required skills are :
Post graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics..
Need Strong mathematical background (calculus, linearalgebra, probability and statistics).
Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning) is a plus.
Must be a quick learner and capable to solve complex problems in multiple domains.
Skill Set : Language - C#,C++, Python or R, Scripting - Java script Position Type : Permanent Qualification : Any postgraduate degree with analytics Experience : 0 - 4 Yrs Salary Package :Best in Industry Job Location : Calicut, Kerala, India Recruitment Process : Technical Interview & HR interview

We’re always on the look out for dynamic individuals, so if you think you have what it takes to be part of our forward thinking team, then please send us your CV to hr@tech27.com.",4.0,"Tech27 Systems Ltd.
4.0",Calicut,51 to 200 Employees,Computer Hardware & Software,Information Technology,Less than $1 million (USD)
Sr. Data Scientist,"₹800K - ₹1,600K (Employer est.)","About NetApp

NetApp provides software, systems, and services to manage, store and share data via on-premises, and private and public clouds to customers worldwide. NetApp is emerging as a leader in providing public cloud services on all major cloud platforms, including Amazon Web Services (AWS), Microsoft Azure, and Google Cloud Platform (GCP). These cloud services, such as Cloud Volumes; Cloud Insights, Virtual Desktop Service, Global File Cache, SaaS backup, and Spot, avails customers to consider many more options on how and where to manage their critical workloads and data for optimal business and financial outcomes. The NetApp Public Cloud Services business unit is at the forefront of our effort to transform NetApp into a leader in the cloud market.

Job Summary

This Cloud Business Operations Data Scientist will be the primary go to person for all of NetApp Public Cloud Services needs for analyzing tons of cloud services usage and billing data to derive intelligent business insights for enabling NetApp’s highest growth business. This person will be an expert in both understanding the data, as well as architecting and developing business logic and code to deliver automation in business intelligence. This is a highly technical role with deep understanding of Azure programmingPython, Ruby, R, SQL databases, visualization on Tableau, and scripting, along with years of experience in cloud services business operations. Knowledge of public cloud-based transactions on the top 3 cloud provider marketplaces (AWS, Azure and GCP) is a must, along with experience and understanding of integrations with internal systems for CRM, CPQ, Subscriptions Billing and Finance.

This role will coordinate with Salesproduct management, IT and operations, and other NetApp functions including product management sales, marketing, and finance to understand, analyze and improve product pricing, SKU design, and transaction processing of our existing cloud offerings and upcoming innovations. This role will also act as the primary operations liaison between product management teams and business operations. The right person for this role has deep understanding of public cloud marketplace transaction processing, billing, metering, and revenue/usage reporting. This person also has extensive experience in dealing with cross-functional business requirements and engaging with key stakeholders at both the executive/VP level and with delivery teams.

Job Requirements

Analyze usage and billing data from multiple sources to derive business intelligence.

Develop business logic and write code to automate BI output

Design and develop visualization dashboards in Tableau

Understand public cloud marketplace transaction processes and provide guidance to business operations teams on implementation best practices

Leverage business insights to provide guidance to product management for pricing and transaction processing design

Skills & Qualifications

10+ years of experience working with various cloud providers, software vendors and/or consulting organizations

5+ years of experience in data analysis and business insights

5+ years of experience in Azure programmingPython, Ruby, R, SQL databases and Tableau

Understanding of enterprise cloud solutions and related technical offerings

Collaborative personality; comfortable working across many functions and teams, and engaging with senior executives

A creative go-getter who is full of ideas and can execute on those ideas in a fast-paced, demanding environment with excellent interpersonal and social skills

A bachelor’s degree in engineering or science is required. A master’s degree is data science, data analysis or statistics is preferred.",3.8,"NetApp
3.8",Bangalore,10000+ Employees,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)
Data Scientist,"₹800K - ₹1,600K (Employer est.)","Data Scientist
Location:
Defence Colony, New Delhi
Job Purpose Summary:
Responsible for driving Mahajan Imaging's new focus on medical informatics and data analytics:
Preferably well aquainted with SQL based PACS and Hospital Information Systems.
Putting medical reports and images into an easily searchable structured format for clinical research and scientific purposes.
Responsible for pulling relevant information from company databases.
Would have access to high-end servers and other equipment.
Would have opportunity to work with leading medical imaging companies and universities.",4.0,"Mahajan Imaging
4.0",Delhi,Unknown,-1,-1,Less than $1 million (USD)
Data Scientist,"₹800K - ₹1,600K (Employer est.)","Location: Bangalore
Skill Sets:
Strong learning acumen
Team Player
High sense of ownership
Ability to work in a fast-paced and deadline driven environment
Passion for technology
Highly skilled at Data Interpretation
Problem solver

Responsibilities:
Hypothesis testing, insights generation, root cause analysis, factor analysis
Statistical model (predictive & prescriptive) development using various statistical methods
Familiar with Machine learning techniques/algorithms
Test/train the model, Improve Model accuracy, Execute & Monitor model performance, prepare reports based on the results of the analysis
Data Extraction from various platforms such as SQL/Big Data Platform/Google CP, Dataset Preparation (creation of base data, aggregation, transformation), performing EDA

Qualifications:
Experience with data analysis/Modelling
Postgraduate with Engineering Background
Hands on exposure of machine learning concepts and algorithms
Must be fluent with any one of these Python, R or Java
Strong in statistical & machine learning concepts
Knowledge of Python Libraries – Scipy, Numpy, Pandas, IPython, Scikit-learn, Tensor-flow, Keras, Theano etc.
Strong Python skills for data wrangling / analysis / visualization / modeling
Experience with distributed big data processing (PySpark, Jupyter, Linux, AWS)
Deployed at least one industrial project using supervised / unsupervised machine learning",2.5,"Bharat Light & Power
2.5",Bangalore,1 to 50 Employees,-1,-1,Less than $1 million (USD)
Data Analyst / Data Science Intern,"₹800K - ₹1,600K (Employer est.)","Things to note:
The openings are all based in Bangalore & Tuticorin, TN.
We don't look for any specific qualifications. However, related work experience is a big plus.
The team is a bunch of amazing people. You’re guaranteed to be in love and learn from every single one of them.
In order to help us with fast tracking the process, please do mention your desired or current remuneration.
E-Mail: hr@futurewagon.com

Data Analyst / Data Science Intern
Must have a highly analytical mind with excellent Microsoft Excel skills. This role would require the ability to manipulate vast data into meaningful decision-making data. Must be able to set up reports, work with team members to read data, as well as finding faster & better ways to extract, clean up and present data. Must also be able to identify gaps and identify business growth opportunities where relevant data can be presented to aid management, marketing as well as operational decisions. Experience in BI tools would help.
We’re open to Internship and project based roles as well.
Experience required: 1-3 years",-1,FutureWagon,Bangalore,-1,-1,-1,-1
Data Scientist (Risk Analytics & Modeling),"₹800K - ₹1,600K (Employer est.)","Nov. 2, 2017
Experience:
Minimum 2 years of experience in implementing statistical/machine learning algorithms (regression, decision trees, SVM) and statistical programming tools (R/Matlab/Octave/Weka)
Proficiency in programming: R/Python/VBA
Strong background in statistics and probability
Experience in handling large structured and unstructured dataset
Knowledge and experience in structured finance products (securitization structures) would be a plus
Excellent writing, oral communication and presentation skills


Qualification: PGDM/Masters degree in Maths/Statistics/Econometrics/Economics/Finance/Engineering /other quantitative disciplines. Also Actuaries/FRM/CFA/CQF/PRM certification would be a plus.
Job Description: Lead the Business Analytics for Credit portfolio Analysis of Loan Pools of NBFC & Micro Finance Companies
Primary Responsibilities:
Develop and implement new (maintain and use existing) statistical/machine learning models to identify performance and risk drivers in the credit portfolio
Develop and implement new (maintain and use existing) risk and performance assessment models to measure risk and performance in the portfolio
Manage large loan level and borrower level data used for risk and learning models
Measure the risk and performance indicators for debt and structured finance products using existing and new models
Perform qualitative and quantitative analysis of various performance metrics for structured transactions
Document the analysis methodology and findings in report and present the analysis to the internal and external stakeholders/platforms (model notes, white papers, working papers, etc.) Contribute towards other risk management work done by the risk management function
Travel not more than 20% of the time to meet partners and understand the lending models",-1,LoanXpress,Mumbai,1 to 50 Employees,-1,-1,Less than $1 million (USD)
Data Scientist,"₹800K - ₹1,600K (Employer est.)","Our Purpose and Challenges
With over 47% market-share, MakeMyTrip is India’s first and biggest travel company. In fact, one in every four passengers at an airport is our customer. Driven by the desire to provide an exceptional travel experience for our customers, we have continuously stayed ahead of the curve by developing technology and products to meet the ever-changing demands of the rapidly evolving travel ecosystem.

We are currently solving multiple challenging problems, including -
How to bring the next 100 million users to our platform?
How to leverage customer insights to create a truly personalised experience for users?
How to create a delightful experience for our users, to make travel synonymous to MMT?

If this excites you, join us for a rewarding, fulfilling and enriching career.
“Not only do we make the best trips for our customers, we also promise the trip of a lifetime to our employees! Everyday, our teams solve challenging problems for millions of users by leveraging the latest technology, while having loads of fun. Every day is a new trip for them, and that is precisely why we call them Trippers!”
Sanjay Mohan, Group CTO, MakeMyTrip
About the opportunity
What you’ll be doing:
Build mathematical models to be deployed in the travel e-commerce funnel (selling hotels, flights, holidays etc.) for improving customer experience and operational efficiency.
Work with product management to translate business problems into machine learning problems
Explore data and communicate insights clearly to various stakeholders
Work with Engineering teams to improve data quality
Analyze experimental results, iterate and refine models to create significant business impact
What you’ll bring to the team:
Curiosity to analyze and uncover insights from data that are relevant to the business
Mathematical background in probability, statistics and linear algebra at a level required to explain the conceptual foundations of common supervised and unsupervised machine learning algorithms
Fluent with the Python ML stack: Pandas, Numpy, Matplotlib
Fluent in SQL
Computer science background (at the level of data structures & algorithms) is desirable
2+ years of production Machine Learning experience in the industry

Interview Process & Prep Notes
Coding Assessment
Basic Coding, Algorithm, Machine Learning, SQL
ML foundations, probability & statistics questions, Python programming fluency Data structures and Algorithms have stood the test of time and have helped us solve our daily engineering problems. Binary Tree, Linked List, Algorithm Design, Dynamic Programming, Graphs are our best friends. Along with that, It is important for any data enthusiast to be able to work with unstructured data, whether it is from social media, video feeds or audio.
Model building
Data Modelling, Data Ingestion, Data Pipelining, Build Data Set
A big part of data science modelling involves evaluating a model, for example, making sure that it is robust and therefore reliable. Also, data science modelling is closely linked to creating an information rich feature set. In-depth testing using sensitivity analysis, specialised sampling, and various aspects of model performance (as well as tweaking the model to optimize for a particular performance metric) are parts of data science that we expect you to know. Demonstrate your ability to explain the results and plan next steps
Machine Learning Assesment
Machine Learning Models, Linear Regression, Decision Tree,Neural Networks,Bayesian Networks
No one can deny the fact that as practicing Data Scientists, you will have to know basics of some common machine learning algorithms, which would help you tackle new age problems we come across.
Past Projects
Projects Overview, Problem solving, Statistics & Puzzle Questions
Tell us how you designed and deployed various data science techniques to get to the accuracy you aimed for. We want to know more about your contribution and specific technologies you used.
Team Fitment
Behavioural Assessment, Culture Fit, Project Knowledge, Role Operation
Be yourself. It works out better for everyone if we're genuine and can see if we're a cultural fit for each other. Everyone here is focused on our mission, so you should figure out what it is.
Learning & Growth
All Trippers get instant access to learning academies, e-learning portals like Udemy, Codeacademy etc, education loans, sponsorship for conferences, skill development programs, and much more. Not to mention the incredible learning opportunity you will undoubtedly receive from working with leaders and colleagues that are at the top of their game!
Learning Academies
Continuous Education Scheme
Conferences
Peer Learning",4.3,"MakeMyTrip
4.3",Bangalore,1001 to 5000 Employees,Internet,Information Technology,$100 to $500 million (USD)
